Country/territory,WHO Preferred Vaccine Name,mmm Year,Bilateral/multilateral agreements,Donations,COVAX,AVAT,Unknown,Total Doses Delivered
Austria,Novavax - Nuvaxovid,7/1/2021,0,,,,,0
Austria,Novavax - Nuvaxovid,8/1/2021,0,,,,,0
Austria,Novavax - Nuvaxovid,9/1/2021,0,,,,,0
Austria,Novavax - Nuvaxovid,10/1/2021,0,,,,,0
Austria,Novavax - Nuvaxovid,11/1/2021,0,,,,,0
Austria,Novavax - Nuvaxovid,12/1/2021,0,,,,,0
Austria,Novavax - Nuvaxovid,1/1/2022,0,,,,,0
Austria,Novavax - Nuvaxovid,2/1/2022,"1,110,000",,,,,"1,110,000"
Austria,Novavax - Nuvaxovid,3/1/2022,"1,506,000",,,,,"1,506,000"
Austria,Novavax - Nuvaxovid,4/1/2022,0,,,,,0
Austria,Novavax - Nuvaxovid,5/1/2022,0,,,,,0
Austria,Novavax - Nuvaxovid,6/1/2022,"536,000",,,,,"536,000"
Austria,Novavax - Nuvaxovid,7/1/2022,0,,,,,0
Austria,Novavax - Nuvaxovid,8/1/2022,0,,,,,0
Austria,Novavax - Nuvaxovid,9/1/2022,0,,,,,0
Austria,Pfizer BioNTech - Comirnaty,12/1/2020,"61,425",,,,,"61,425"
Austria,Pfizer BioNTech - Comirnaty,1/1/2021,"236,340",,,,,"236,340"
Austria,Pfizer BioNTech - Comirnaty,2/1/2021,"298,350",,,,,"298,350"
Austria,Pfizer BioNTech - Comirnaty,3/1/2021,"504,270",,,,,"504,270"
Austria,Pfizer BioNTech - Comirnaty,4/1/2021,"720,720",,,,,"720,720"
Austria,Pfizer BioNTech - Comirnaty,5/1/2021,"1,532,688",,,,,"1,532,688"
Austria,Pfizer BioNTech - Comirnaty,6/1/2021,"1,932,840",,,,,"1,932,840"
Austria,Pfizer BioNTech - Comirnaty,7/1/2021,"1,451,970",,,,,"1,451,970"
Austria,Pfizer BioNTech - Comirnaty,8/1/2021,"1,993,680",,,,,"1,993,680"
Austria,Pfizer BioNTech - Comirnaty,9/1/2021,"962,910",,,,,"962,910"
Austria,Pfizer BioNTech - Comirnaty,10/1/2021,"1,013,220",,,,,"1,013,220"
Austria,Pfizer BioNTech - Comirnaty,11/1/2021,"861,120",,,,,"861,120"
Austria,Pfizer BioNTech - Comirnaty,12/1/2021,"4,953,210",,,,,"4,953,210"
Austria,Pfizer BioNTech - Comirnaty,1/1/2022,"1,302,390",,,,,"1,302,390"
Austria,Pfizer BioNTech - Comirnaty,2/1/2022,"1,302,270",,,,,"1,302,270"
Austria,Pfizer BioNTech - Comirnaty,3/1/2022,"1,944,270",,,,,"1,944,270"
Austria,Pfizer BioNTech - Comirnaty,4/1/2022,"2,439,900",,,,,"2,439,900"
Austria,Pfizer BioNTech - Comirnaty,5/1/2022,"556,800",,,,,"556,800"
Austria,Pfizer BioNTech - Comirnaty,6/1/2022,0,,,,,0
Austria,Pfizer BioNTech - Comirnaty,7/1/2022,0,,,,,0
Austria,Pfizer BioNTech - Comirnaty,8/1/2022,0,,,,,0
Austria,Pfizer BioNTech - Comirnaty,9/1/2022,"1,512,000",,,,,"1,512,000"
Austria,Unknown,12/1/2020,0,,,,,0
Austria,Unknown,1/1/2021,0,,,,,0
Austria,Unknown,2/1/2021,0,,,,,0
Austria,Unknown,3/1/2021,0,,,,,0
Austria,Unknown,4/1/2021,0,,,,,0
Austria,Unknown,5/1/2021,0,,,,,0
Austria,Unknown,6/1/2021,0,,,,,0
Austria,Unknown,7/1/2021,0,,,,,0
Austria,Unknown,8/1/2021,0,,,,,0
Austria,Unknown,9/1/2021,0,,,,,0
Austria,Unknown,10/1/2021,0,,,,,0
Austria,Unknown,11/1/2021,0,,,,,0
Austria,Unknown,12/1/2021,0,,,,,0
Austria,Unknown,1/1/2022,0,,,,,0
Austria,Unknown,2/1/2022,0,,,,,0
Austria,Unknown,3/1/2022,0,,,,,0
Austria,Unknown,4/1/2022,0,,,,,0
Austria,Unknown,5/1/2022,0,,,,,0
Austria,Unknown,6/1/2022,0,,,,,0
Austria,Unknown,7/1/2022,0,,,,,0
Austria,Unknown,8/1/2022,0,,,,,0
Austria,Unknown,9/1/2022,0,,,,,0
Azerbaijan,AstraZeneca - Vaxzevria,4/1/2021,,,"84,000",,,"84,000"
Azerbaijan,AstraZeneca - Vaxzevria,5/1/2021,,,"175,200",,,"175,200"
Azerbaijan,Gamaleya - Sputnik V,5/1/2021,"40,000",,,,,"40,000"
Azerbaijan,Gamaleya - Sputnik V,6/1/2021,"40,000",,,,,"40,000"
Azerbaijan,Pfizer BioNTech - Comirnaty,5/1/2021,,,"218,790",,,"218,790"
Azerbaijan,Pfizer BioNTech - Comirnaty,8/1/2021,,,"100,620",,,"100,620"
Azerbaijan,Pfizer BioNTech - Comirnaty,11/1/2021,,,"99,450",,,"99,450"
Azerbaijan,Pfizer BioNTech - Comirnaty,12/1/2021,,,"1,344,330",,,"1,344,330"
Azerbaijan,Sinovac - CoronaVac,4/1/2021,"350,000","150,000",,,,"500,000"
Azerbaijan,Unknown,2/1/2021,,,,,"71,500","71,500"
Azerbaijan,Unknown,3/1/2021,,,,,"489,962","489,962"
Azerbaijan,Unknown,4/1/2021,,,,,"491,578","491,578"
Azerbaijan,Unknown,5/1/2021,,,,,"407,508","407,508"
Azerbaijan,Unknown,6/1/2021,,,,,"1,343,803","1,343,803"
Azerbaijan,Unknown,7/1/2021,,,,,"1,607,257","1,607,257"
Azerbaijan,Unknown,8/1/2021,,,,,"1,916,096","1,916,096"
Azerbaijan,Unknown,9/1/2021,,,,,"1,923,777","1,923,777"
Azerbaijan,Unknown,10/1/2021,,,,,"1,216,864","1,216,864"
Azerbaijan,Unknown,11/1/2021,,,,,"853,961","853,961"
Azerbaijan,Unknown,1/1/2022,,,,,"276,148","276,148"
Azerbaijan,Unknown,2/1/2022,,,,,"791,404","791,404"
Azerbaijan,Unknown,3/1/2022,,,,,"809,707","809,707"
Azerbaijan,Unknown,4/1/2022,,,,,"212,761","212,761"
Azerbaijan,Unknown,5/1/2022,,,,,"81,076","81,076"
Azerbaijan,Unknown,6/1/2022,,,,,"42,510","42,510"
Azerbaijan,Unknown,7/1/2022,,,,,"61,505","61,505"
Azerbaijan,Unknown,8/1/2022,,,,,"43,017","43,017"
Bahamas,AstraZeneca - Vaxzevria,3/1/2021,,,"33,600",,,"33,600"
Bahamas,AstraZeneca - Vaxzevria,5/1/2021,,,"33,600",,,"33,600"
Bahamas,AstraZeneca - Vaxzevria,8/1/2021,,,"33,600",,,"33,600"
Bahamas,AstraZeneca - Vaxzevria,9/1/2021,,"2,500",,,,"2,500"
Bahamas,Janssen - Ad26.COV 2.S,8/1/2021,,,,"38,400",,"38,400"
Bahamas,Janssen - Ad26.COV 2.S,9/1/2021,,200,,,,200
Bahamas,Pfizer BioNTech - Comirnaty,8/1/2021,,"128,700",,,,"128,700"
Bahamas,Pfizer BioNTech - Comirnaty,10/1/2021,,,"57,330",,,"57,330"
Bahamas,Pfizer BioNTech - Comirnaty,11/1/2021,,"134,550",,,,"134,550"
Bahamas,Pfizer BioNTech - Comirnaty,2/1/2022,,"32,400",,,,"32,400"
Bahamas,Pfizer BioNTech - Comirnaty,7/1/2022,,,"24,000",,,"24,000"
Bahamas,SII - Covishield,3/1/2021,,"20,000",,,,"20,000"
Bahamas,Unknown,6/1/2021,,,,,"12,974","12,974"
Bahamas,Unknown,7/1/2021,,,,,"17,414","17,414"
Bahrain,AstraZeneca - Vaxzevria,4/1/2021,,,"24,000",,,"24,000"
Bahrain,AstraZeneca - Vaxzevria,5/1/2021,,,"38,400",,,"38,400"
Bahrain,AstraZeneca - Vaxzevria,9/1/2021,,,"38,400",,,"38,400"
Bahrain,Gamaleya - Sputnik V,5/1/2021,"100,000",,,,,"100,000"
Bahrain,Pfizer BioNTech - Comirnaty,6/1/2021,,,"7,020",,,"7,020"
Bahrain,SII - Covishield,1/1/2021,,"100,000",,,,"100,000"
Bahrain,Sinopharm (Beijing) - BBIBP-CorV,3/1/2021,"300,000",,,,,"300,000"
Bahrain,Sinopharm (Beijing) - BBIBP-CorV,5/1/2021,"300,000",,,,,"300,000"
Bahrain,Unknown,12/1/2020,,,,,"64,507","64,507"
Bahrain,Unknown,3/1/2021,,,,,"378,441","378,441"
Bahrain,Unknown,4/1/2021,,,,,"491,738","491,738"
Bahrain,Unknown,5/1/2021,,,,,"108,914","108,914"
Bahrain,Unknown,6/1/2021,,,,,"421,505","421,505"
Bahrain,Unknown,7/1/2021,,,,,"201,364","201,364"
Bahrain,Unknown,8/1/2021,,,,,"202,131","202,131"
Bahrain,Unknown,9/1/2021,,,,,"72,737","72,737"
Bahrain,Unknown,10/1/2021,,,,,"199,306","199,306"
Bahrain,Unknown,11/1/2021,,,,,"172,622","172,622"
Bahrain,Unknown,12/1/2021,,,,,"327,736","327,736"
Bahrain,Unknown,1/1/2022,,,,,"143,898","143,898"
Bahrain,Unknown,2/1/2022,,,,,"20,178","20,178"
Bahrain,Unknown,3/1/2022,,,,,"50,503","50,503"
Bahrain,Unknown,4/1/2022,,,,,"13,651","13,651"
Bahrain,Unknown,5/1/2022,,,,,"12,228","12,228"
Bahrain,Unknown,6/1/2022,,,,,"9,721","9,721"
Bahrain,Unknown,7/1/2022,,,,,"8,206","8,206"
Bahrain,Unknown,8/1/2022,,,,,"6,885","6,885"
Bahrain,Unknown,9/1/2022,,,,,"4,094","4,094"
Bangladesh,AstraZeneca - Vaxzevria,1/1/2021,624,,,,,624
Bangladesh,AstraZeneca - Vaxzevria,2/1/2021,"3,413,421",,,,,"3,413,421"
Bangladesh,AstraZeneca - Vaxzevria,3/1/2021,"2,485,897",,,,,"2,485,897"
Bangladesh,AstraZeneca - Vaxzevria,4/1/2021,"3,564,999",,,,,"3,564,999"
Bangladesh,AstraZeneca - Vaxzevria,5/1/2021,"1,505,455",,,,,"1,505,455"
Bangladesh,AstraZeneca - Vaxzevria,6/1/2021,"126,810",,,,,"126,810"
Bangladesh,AstraZeneca - Vaxzevria,7/1/2021,0,,"1,026,520",,,"1,026,520"
Bangladesh,AstraZeneca - Vaxzevria,8/1/2021,0,,"2,033,140",,,"2,033,140"
Bangladesh,AstraZeneca - Vaxzevria,9/1/2021,"886,889","270,000",,,,"1,156,889"
Bangladesh,AstraZeneca - Vaxzevria,10/1/2021,0,,"2,136,700",,,"2,136,700"
Bangladesh,AstraZeneca - Vaxzevria,11/1/2021,"1,393,586","1,027,290","2,006,400",,,"4,427,276"
Bangladesh,AstraZeneca - Vaxzevria,12/1/2021,0,"1,515,750","10,191,590",,,"11,707,340"
Bangladesh,AstraZeneca - Vaxzevria,1/1/2022,"6,105,741",,"2,126,100",,,"8,231,841"
Bangladesh,AstraZeneca - Vaxzevria,2/1/2022,"4,713,952","294,970",,,,"5,008,922"
Bangladesh,AstraZeneca - Vaxzevria,3/1/2022,"7,592,562","1,000,000",,,,"8,592,562"
Bangladesh,AstraZeneca - Vaxzevria,4/1/2022,"2,480,870",,,,,"2,480,870"
Bangladesh,AstraZeneca - Vaxzevria,5/1/2022,"1,851,587",,,,,"1,851,587"
Bangladesh,AstraZeneca - Vaxzevria,6/1/2022,"4,577,793",,,,,"4,577,793"
Bangladesh,AstraZeneca - Vaxzevria,7/1/2022,"389,528",,,,,"389,528"
Bangladesh,AstraZeneca - Vaxzevria,8/1/2022,"120,032",,,,,"120,032"
Bangladesh,AstraZeneca - Vaxzevria,9/1/2022,"738,549",,,,,"738,549"
Bangladesh,Janssen - Ad26.COV 2.S,1/1/2022,,,"337,350",,,"337,350"
Bangladesh,Janssen - Ad26.COV 2.S,2/1/2022,,,"342,400",,,"342,400"
Bangladesh,Moderna - Spikevax,7/1/2021,,,"5,500,060",,,"5,500,060"
Bangladesh,Moderna - Spikevax,11/1/2021,,,"1,882,700",,,"1,882,700"
Bangladesh,Moderna - Spikevax,12/1/2021,,,"6,344,600",,,"6,344,600"
Bangladesh,Moderna - Spikevax,1/1/2022,,,"2,054,200",,,"2,054,200"
Bangladesh,Pfizer BioNTech - Comirnaty,6/1/2021,,,"100,620",,,"100,620"
Bangladesh,Pfizer BioNTech - Comirnaty,9/1/2021,,,"3,512,340",,,"3,512,340"
Bangladesh,Pfizer BioNTech - Comirnaty,10/1/2021,,"2,500,000","6,076,980",,,"8,576,980"
Bangladesh,Pfizer BioNTech - Comirnaty,11/1/2021,,,"1,790,100",,,"1,790,100"
Bangladesh,Pfizer BioNTech - Comirnaty,12/1/2021,,,"4,282,200",,,"4,282,200"
Bangladesh,Pfizer BioNTech - Comirnaty,1/1/2022,,"9,600,000","17,165,070",,,"26,765,070"
Bangladesh,Pfizer BioNTech - Comirnaty,2/1/2022,,,"22,214,790",,,"22,214,790"
Bangladesh,Pfizer BioNTech - Comirnaty,4/1/2022,,,"2,999,880",,,"2,999,880"
Bangladesh,Pfizer BioNTech - Comirnaty,6/1/2022,,,"4,130,100",,,"4,130,100"
Bangladesh,Pfizer BioNTech - Comirnaty,7/1/2022,,,"5,372,760",,,"5,372,760"
Bangladesh,Pfizer BioNTech - Comirnaty,8/1/2022,,,"11,497,590",,,"11,497,590"
Bangladesh,Pfizer BioNTech - Comirnaty,9/1/2022,,,"2,500,000",,,"2,500,000"
Bangladesh,SII - Covishield,1/1/2021,,"2,000,000",,,,"2,000,000"
Bangladesh,SII - Covishield,3/1/2021,,"1,200,000",,,,"1,200,000"
Bangladesh,SII - Covishield,4/1/2021,,"100,000",,,,"100,000"
Bangladesh,SII - Covishield,10/1/2021,,"201,600",,,,"201,600"
Bangladesh,SII - Covishield,12/1/2021,,,"4,292,000",,,"4,292,000"
Bangladesh,SII - Covishield,8/1/2022,,,"5,490,000",,,"5,490,000"
Bangladesh,Sinopharm (Beijing) - BBIBP-CorV,1/1/2021,0,,,,,0
Bangladesh,Sinopharm (Beijing) - BBIBP-CorV,2/1/2021,0,,,,,0
Bangladesh,Sinopharm (Beijing) - BBIBP-CorV,3/1/2021,0,,,,,0
Bangladesh,Sinopharm (Beijing) - BBIBP-CorV,4/1/2021,0,,,,,0
Bangladesh,Sinopharm (Beijing) - BBIBP-CorV,5/1/2021,0,"500,000",,,,"500,000"
Bangladesh,Sinopharm (Beijing) - BBIBP-CorV,6/1/2021,0,"600,000",,,,"600,000"
Bangladesh,Sinopharm (Beijing) - BBIBP-CorV,7/1/2021,"447,656","2,000,000",,,,"2,447,656"
Bangladesh,Sinopharm (Beijing) - BBIBP-CorV,8/1/2021,"5,893,882","1,300,000","3,471,600",,,"10,665,482"
Bangladesh,Sinopharm (Beijing) - BBIBP-CorV,9/1/2021,"22,078,360",,,,,"22,078,360"
Bangladesh,Sinopharm (Beijing) - BBIBP-CorV,10/1/2021,"13,929,171","200,000",,,,"14,129,171"
Bangladesh,Sinopharm (Beijing) - BBIBP-CorV,11/1/2021,"10,434,010",,"6,742,800",,,"17,176,810"
Bangladesh,Sinopharm (Beijing) - BBIBP-CorV,12/1/2021,"6,944,837",,"24,663,600",,,"31,608,437"
Bangladesh,Sinopharm (Beijing) - BBIBP-CorV,1/1/2022,"7,636,567",,,,,"7,636,567"
Bangladesh,Sinopharm (Beijing) - BBIBP-CorV,2/1/2022,"8,266,913",,,,,"8,266,913"
Bangladesh,Sinopharm (Beijing) - BBIBP-CorV,3/1/2022,"4,693,191",,,,,"4,693,191"
Bangladesh,Sinopharm (Beijing) - BBIBP-CorV,4/1/2022,"995,327",,,,,"995,327"
Bangladesh,Sinopharm (Beijing) - BBIBP-CorV,5/1/2022,"259,842",,,,,"259,842"
Bangladesh,Sinopharm (Beijing) - BBIBP-CorV,6/1/2022,"547,132",,,,,"547,132"
Bangladesh,Sinopharm (Beijing) - BBIBP-CorV,7/1/2022,"294,835",,,,,"294,835"
Bangladesh,Sinopharm (Beijing) - BBIBP-CorV,8/1/2022,"225,258",,,,,"225,258"
Bangladesh,Sinopharm (Beijing) - BBIBP-CorV,9/1/2022,"199,911",,,,,"199,911"
Bangladesh,Sinovac - CoronaVac,10/1/2021,,"1,200,000",,,,"1,200,000"
Bangladesh,Sinovac - CoronaVac,11/1/2021,,"2,000,000",,,,"2,000,000"
Bangladesh,Sinovac - CoronaVac,12/1/2021,,,"37,452,000",,,"37,452,000"
Bangladesh,Sinovac - CoronaVac,1/1/2022,,,"20,013,040",,,"20,013,040"
Barbados,AstraZeneca - Vaxzevria,4/1/2021,,,"33,600",,,"33,600"
Barbados,AstraZeneca - Vaxzevria,5/1/2021,,,"33,600",,,"33,600"
Barbados,AstraZeneca - Vaxzevria,8/1/2021,,,"33,600",,,"33,600"
Barbados,AstraZeneca - Vaxzevria,9/1/2021,,"30,000",,,,"30,000"
Barbados,AstraZeneca - Vaxzevria,12/1/2021,,"30,000",,,,"30,000"
Barbados,AstraZeneca - Vaxzevria,8/1/2022,,"5,000",,,,"5,000"
Barbados,Janssen - Ad26.COV 2.S,10/1/2021,,"7,000",,,,"7,000"
Barbados,Pfizer BioNTech - Comirnaty,8/1/2021,,"70,200",,,,"70,200"
Barbados,Pfizer BioNTech - Comirnaty,11/1/2021,,"70,200",,,,"70,200"
Barbados,Pfizer BioNTech - Comirnaty,12/1/2021,,,"14,040",,,"14,040"
Barbados,SII - Covishield,2/1/2021,,"100,000",,,,"100,000"
Barbados,Sinopharm (Beijing) - BBIBP-CorV,6/1/2021,,"60,000",,,,"60,000"
Barbados,Sinopharm (Beijing) - BBIBP-CorV,10/1/2021,"30,000",,,,,"30,000"
Belarus,Chumakov - Covi-Vac,12/1/2021,"300,000",,,,,"300,000"
Belarus,Gamaleya - Sputnik Light,9/1/2021,"250,000","250,000",,,,"500,000"
Belarus,Gamaleya - Sputnik V,3/1/2021,"100,000",,,,,"100,000"
Belarus,Sinopharm (Beijing) - BBIBP-CorV,2/1/2021,,"100,000",,,,"100,000"
Belarus,Sinopharm (Beijing) - BBIBP-CorV,3/1/2021,,"100,000",,,,"100,000"
Belarus,Sinopharm (Beijing) - BBIBP-CorV,5/1/2021,,"300,000",,,,"300,000"
Belarus,Sinopharm (Beijing) - BBIBP-CorV,6/1/2021,,"10,000",,,,"10,000"
Belarus,Sinopharm (Beijing) - BBIBP-CorV,9/1/2021,"1,000,000","500,000",,,,"1,500,000"
Belarus,Sinopharm (Beijing) - BBIBP-CorV,11/1/2021,"1,000,000","500,000",,,,"1,500,000"
Belarus,Sinopharm (Beijing) - BBIBP-CorV,12/1/2021,"1,100,000",,,,,"1,100,000"
Belarus,Sinopharm (Beijing) - BBIBP-CorV,1/1/2022,"1,500,000","1,500,000",,,,"3,000,000"
Belarus,Unknown,4/1/2021,,,,,"61,349","61,349"
Belarus,Unknown,5/1/2021,,,,,"215,167","215,167"
Belarus,Unknown,6/1/2021,,,,,"294,093","294,093"
Belarus,Unknown,7/1/2021,,,,,"1,233,882","1,233,882"
Belarus,Unknown,8/1/2021,,,,,"845,224","845,224"
Belarus,Unknown,11/1/2021,,,,,"204,438","204,438"
Belarus,Unknown,12/1/2021,,,,,"114,866","114,866"
Belarus,Unknown,2/1/2022,,,,,"235,468","235,468"
Belarus,Unknown,3/1/2022,,,,,"1,026,817","1,026,817"
Belarus,Unknown,4/1/2022,,,,,"838,497","838,497"
Belarus,Unknown,5/1/2022,,,,,"780,346","780,346"
Belarus,Unknown,6/1/2022,,,,,"166,676","166,676"
Belarus,Unknown,7/1/2022,,,,,"852,600","852,600"
Belarus,Unknown,8/1/2022,,,,,"1,029,260","1,029,260"
Belarus,Unknown,9/1/2022,,,,,"731,968","731,968"
Belgium,AstraZeneca - Vaxzevria,12/1/2020,0,,,,,0
Belgium,AstraZeneca - Vaxzevria,1/1/2021,0,,,,,0
Belgium,AstraZeneca - Vaxzevria,2/1/2021,"290,400",,,,,"290,400"
Belgium,AstraZeneca - Vaxzevria,3/1/2021,"240,000",,,,,"240,000"
Belgium,AstraZeneca - Vaxzevria,4/1/2021,"400,800",,,,,"400,800"
Belgium,AstraZeneca - Vaxzevria,5/1/2021,"860,800",,,,,"860,800"
Belgium,AstraZeneca - Vaxzevria,6/1/2021,"923,100",,,,,"923,100"
Belgium,AstraZeneca - Vaxzevria,7/1/2021,"122,400",,,,,"122,400"
Belgium,AstraZeneca - Vaxzevria,8/1/2021,0,,,,,0
Belgium,AstraZeneca - Vaxzevria,9/1/2021,0,,,,,0
Belgium,AstraZeneca - Vaxzevria,10/1/2021,0,,,,,0
Belgium,AstraZeneca - Vaxzevria,11/1/2021,0,,,,,0
Belgium,AstraZeneca - Vaxzevria,12/1/2021,0,,,,,0
Belgium,AstraZeneca - Vaxzevria,1/1/2022,0,,,,,0
Belgium,AstraZeneca - Vaxzevria,2/1/2022,0,,,,,0
Belgium,AstraZeneca - Vaxzevria,3/1/2022,0,,,,,0
Belgium,AstraZeneca - Vaxzevria,4/1/2022,0,,,,,0
Belgium,AstraZeneca - Vaxzevria,5/1/2022,0,,,,,0
Belgium,AstraZeneca - Vaxzevria,6/1/2022,0,,,,,0
Belgium,AstraZeneca - Vaxzevria,7/1/2022,0,,,,,0
Belgium,AstraZeneca - Vaxzevria,8/1/2022,0,,,,,0
Belgium,AstraZeneca - Vaxzevria,9/1/2022,0,,,,,0
Belgium,Janssen - Ad26.COV 2.S,12/1/2020,0,,,,,0
Belgium,Janssen - Ad26.COV 2.S,1/1/2021,0,,,,,0
Belgium,Janssen - Ad26.COV 2.S,2/1/2021,0,,,,,0
Belgium,Janssen - Ad26.COV 2.S,3/1/2021,0,,,,,0
Belgium,Janssen - Ad26.COV 2.S,4/1/2021,"36,000",,,,,"36,000"
Belgium,Janssen - Ad26.COV 2.S,5/1/2021,"190,800",,,,,"190,800"
Belgium,Janssen - Ad26.COV 2.S,6/1/2021,"181,600",,,,,"181,600"
Belgium,Janssen - Ad26.COV 2.S,7/1/2021,"182,400",,,,,"182,400"
Belgium,Janssen - Ad26.COV 2.S,8/1/2021,"38,400",,,,,"38,400"
Belgium,Janssen - Ad26.COV 2.S,9/1/2021,0,,,,,0
Belgium,Janssen - Ad26.COV 2.S,10/1/2021,0,,,,,0
Belgium,Janssen - Ad26.COV 2.S,11/1/2021,0,,,,,0
Belgium,Janssen - Ad26.COV 2.S,12/1/2021,0,,,,,0
Belgium,Janssen - Ad26.COV 2.S,1/1/2022,0,,,,,0
Belgium,Janssen - Ad26.COV 2.S,2/1/2022,0,,,,,0
Belgium,Janssen - Ad26.COV 2.S,3/1/2022,0,,,,,0
Belgium,Janssen - Ad26.COV 2.S,4/1/2022,0,,,,,0
Belgium,Janssen - Ad26.COV 2.S,5/1/2022,0,,,,,0
Belgium,Janssen - Ad26.COV 2.S,6/1/2022,0,,,,,0
Belgium,Janssen - Ad26.COV 2.S,7/1/2022,0,,,,,0
Belgium,Janssen - Ad26.COV 2.S,8/1/2022,0,,,,,0
Belgium,Janssen - Ad26.COV 2.S,9/1/2022,0,,,,,0
Belgium,Moderna - Spikevax,12/1/2020,0,,,,,0
Belgium,Moderna - Spikevax,1/1/2021,"13,200",,,,,"13,200"
Belgium,Moderna - Spikevax,2/1/2021,"73,200",,,,,"73,200"
Belgium,Moderna - Spikevax,3/1/2021,"159,600",,,,,"159,600"
Belgium,Moderna - Spikevax,4/1/2021,"126,000",,,,,"126,000"
Belgium,Moderna - Spikevax,5/1/2021,"360,000",,,,,"360,000"
Belgium,Moderna - Spikevax,6/1/2021,"320,400",,,,,"320,400"
Belgium,Moderna - Spikevax,7/1/2021,"291,600",,,,,"291,600"
Belgium,Moderna - Spikevax,8/1/2021,"201,600",,,,,"201,600"
Belgium,Moderna - Spikevax,9/1/2021,"828,000",,,,,"828,000"
Belgium,Moderna - Spikevax,10/1/2021,0,,,,,0
Belgium,Moderna - Spikevax,11/1/2021,"1,550,400",,,,,"1,550,400"
Belgium,Moderna - Spikevax,12/1/2021,"912,000",,,,,"912,000"
Belgium,Moderna - Spikevax,1/1/2022,"238,800",,,,,"238,800"
Belgium,Moderna - Spikevax,2/1/2022,"239,400",,,,,"239,400"
Belgium,Moderna - Spikevax,3/1/2022,"85,200",,,,,"85,200"
Belgium,Moderna - Spikevax,4/1/2022,0,,,,,0
Belgium,Moderna - Spikevax,5/1/2022,0,,,,,0
Belgium,Moderna - Spikevax,6/1/2022,0,,,,,0
Belgium,Moderna - Spikevax,7/1/2022,0,,,,,0
Belgium,Moderna - Spikevax,8/1/2022,0,,,,,0
Belgium,Moderna - Spikevax,9/1/2022,0,,,,,0
Belgium,Novavax - Nuvaxovid,12/1/2020,0,,,,,0
Belgium,Novavax - Nuvaxovid,1/1/2021,0,,,,,0
Belgium,Novavax - Nuvaxovid,2/1/2021,0,,,,,0
Belgium,Novavax - Nuvaxovid,3/1/2021,0,,,,,0
Belgium,Novavax - Nuvaxovid,4/1/2021,0,,,,,0
Belgium,Novavax - Nuvaxovid,5/1/2021,0,,,,,0
Belgium,Novavax - Nuvaxovid,6/1/2021,0,,,,,0
Belgium,Novavax - Nuvaxovid,7/1/2021,0,,,,,0
Belgium,Novavax - Nuvaxovid,8/1/2021,0,,,,,0
Belgium,Novavax - Nuvaxovid,9/1/2021,0,,,,,0
Belgium,Novavax - Nuvaxovid,10/1/2021,0,,,,,0
Belgium,Novavax - Nuvaxovid,11/1/2021,0,,,,,0
Belgium,Novavax - Nuvaxovid,12/1/2021,0,,,,,0
Belgium,Novavax - Nuvaxovid,1/1/2022,0,,,,,0
Belgium,Novavax - Nuvaxovid,2/1/2022,"180,000",,,,,"180,000"
Belgium,Novavax - Nuvaxovid,3/1/2022,"243,000",,,,,"243,000"
Belgium,Novavax - Nuvaxovid,4/1/2022,0,,,,,0
Belgium,Novavax - Nuvaxovid,5/1/2022,0,,,,,0
Belgium,Novavax - Nuvaxovid,6/1/2022,0,,,,,0
Belgium,Novavax - Nuvaxovid,7/1/2022,0,,,,,0
Belgium,Novavax - Nuvaxovid,8/1/2022,0,,,,,0
Belgium,Novavax - Nuvaxovid,9/1/2022,0,,,,,0
Belgium,Pfizer BioNTech - Comirnaty,12/1/2020,"9,750",,,,,"9,750"
Belgium,Pfizer BioNTech - Comirnaty,1/1/2021,"426,855",,,,,"426,855"
Belgium,Pfizer BioNTech - Comirnaty,2/1/2021,"432,900",,,,,"432,900"
Belgium,Pfizer BioNTech - Comirnaty,3/1/2021,"525,330",,,,,"525,330"
Belgium,Pfizer BioNTech - Comirnaty,4/1/2021,"983,970",,,,,"983,970"
Belgium,Pfizer BioNTech - Comirnaty,5/1/2021,"1,847,430",,,,,"1,847,430"
Belgium,Pfizer BioNTech - Comirnaty,6/1/2021,"2,857,140",,,,,"2,857,140"
Belgium,Pfizer BioNTech - Comirnaty,7/1/2021,"2,135,250",,,,,"2,135,250"
Belgium,Pfizer BioNTech - Comirnaty,8/1/2021,"2,159,820",,,,,"2,159,820"
Belgium,Pfizer BioNTech - Comirnaty,9/1/2021,"1,708,200",,,,,"1,708,200"
Belgium,Pfizer BioNTech - Comirnaty,10/1/2021,"848,250",,,,,"848,250"
Belgium,Pfizer BioNTech - Comirnaty,11/1/2021,"852,930",,,,,"852,930"
Belgium,Pfizer BioNTech - Comirnaty,12/1/2021,"168,000",,,,,"168,000"
Belgium,Pfizer BioNTech - Comirnaty,1/1/2022,"906,510",,,,,"906,510"
Belgium,Pfizer BioNTech - Comirnaty,2/1/2022,"1,587,060",,,,,"1,587,060"
Belgium,Pfizer BioNTech - Comirnaty,3/1/2022,0,,,,,0
Belgium,Pfizer BioNTech - Comirnaty,4/1/2022,0,,,,,0
Belgium,Pfizer BioNTech - Comirnaty,5/1/2022,0,,,,,0
Belgium,Pfizer BioNTech - Comirnaty,6/1/2022,0,,,,,0
Belgium,Pfizer BioNTech - Comirnaty,7/1/2022,0,,,,,0
Belgium,Pfizer BioNTech - Comirnaty,8/1/2022,0,,,,,0
